Food_code,Seq_num,Additional_food_description,Start_date,End_date
75205132.0,8.0,snap,2021-01-01,2023-12-31
75205132.0,9.0,french cut,2021-01-01,2023-12-31
75205132.0,10.0,animal fat,2021-01-01,2023-12-31
75205132.0,11.0,shortening,2021-01-01,2023-12-31
75205132.0,12.0,no salt added,2021-01-01,2023-12-31
75205200.0,1.0,battered or breaded,2021-01-01,2023-12-31
75206020.0,1.0,wax beans,2021-01-01,2023-12-31
75206020.0,2.0,with or without fat,2021-01-01,2023-12-31
75207021.0,2.0,with or without fat,2021-01-01,2023-12-31
75208011.0,2.0,cooking spray,2021-01-01,2023-12-31
75208013.0,2.0,cooking spray,2021-01-01,2023-12-31
75208020.0,1.0,with or without fat,2021-01-01,2023-12-31
75208021.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75208021.0,2.0,from restaurant,2021-01-01,2023-12-31
75208023.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75208110.0,2.0,with or without fat,2021-01-01,2023-12-31
75208110.0,3.0,no salt added,2021-01-01,2023-12-31
75208310.0,1.0,Balsam pear,2021-01-01,2023-12-31
75208310.0,3.0,with or without fat,2021-01-01,2023-12-31
75208501.0,1.0,pana,2021-01-01,2023-12-31
75208501.0,3.0,with or without fat,2021-01-01,2023-12-31
75208720.0,1.0,with or without fat,2021-01-01,2023-12-31
75209011.0,2.0,cooking spray,2021-01-01,2023-12-31
75209012.0,2.0,cooking spray,2021-01-01,2023-12-31
75209020.0,1.0,with or without fat,2021-01-01,2023-12-31
75209021.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75209021.0,2.0,from restaurant,2021-01-01,2023-12-31
75209022.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75209501.0,3.0,with or without fat,2021-01-01,2023-12-31
75210010.0,1.0,bok choy,2021-01-01,2023-12-31
75210010.0,2.0,Napa,2021-01-01,2023-12-31
75210010.0,3.0,Pa-tsai,2021-01-01,2023-12-31
75210010.0,4.0,Pak-choi,2021-01-01,2023-12-31
75210010.0,6.0,cooking spray,2021-01-01,2023-12-31
75210020.0,1.0,bok choy,2021-01-01,2023-12-31
75210020.0,2.0,Napa,2021-01-01,2023-12-31
75210020.0,3.0,Pa-tsai,2021-01-01,2023-12-31
75210020.0,4.0,Pak-choi,2021-01-01,2023-12-31
75210020.0,5.0,NS as to fat added,2021-01-01,2023-12-31
75210020.0,6.0,from restaurant,2021-01-01,2023-12-31
75211020.0,3.0,NS as to color,2021-01-01,2023-12-31
75211020.0,4.0,cooking spray,2021-01-01,2023-12-31
75211030.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75211030.0,3.0,NS as to color,2021-01-01,2023-12-31
75211031.0,2.0,NS as to color,2021-01-01,2023-12-31
75211032.0,3.0,NS as to color,2021-01-01,2023-12-31
75211032.0,4.0,animal fat,2021-01-01,2023-12-31
75211032.0,5.0,shortening,2021-01-01,2023-12-31
75211032.0,6.0,from restaurant,2021-01-01,2023-12-31
75212020.0,2.0,purple,2021-01-01,2023-12-31
75212020.0,3.0,with or without fat,2021-01-01,2023-12-31
75213020.0,1.0,with or without fat,2021-01-01,2023-12-31
75213110.0,1.0,nopal,2021-01-01,2023-12-31
75213110.0,3.0,prickly pear,2021-01-01,2023-12-31
75213110.0,4.0,cooking spray,2021-01-01,2023-12-31
75213120.0,1.0,nopal,2021-01-01,2023-12-31
75213120.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75213120.0,3.0,prickly pear,2021-01-01,2023-12-31
75213120.0,4.0,from restaurant,2021-01-01,2023-12-31
75214011.0,2.0,cooking spray,2021-01-01,2023-12-31
75214012.0,2.0,cooking spray,2021-01-01,2023-12-31
75214020.0,1.0,with or without fat,2021-01-01,2023-12-31
75214021.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75214022.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75214028.0,2.0,animal fat,2021-01-01,2023-12-31
75214028.0,3.0,shortening,2021-01-01,2023-12-31
75214028.0,4.0,from restaurant,2021-01-01,2023-12-31
75214031.0,2.0,animal fat,2021-01-01,2023-12-31
75214031.0,3.0,shortening,2021-01-01,2023-12-31
75215020.0,2.0,with or without fat,2021-01-01,2023-12-31
75215120.0,1.0,with or without fat,2021-01-01,2023-12-31
75215511.0,1.0,chayote,2021-01-01,2023-12-31
75215511.0,2.0,mirliton,2021-01-01,2023-12-31
75215511.0,4.0,with or without fat,2021-01-01,2023-12-31
75216111.0,2.0,cooking spray,2021-01-01,2023-12-31
75216112.0,2.0,cooking spray,2021-01-01,2023-12-31
75216113.0,2.0,cooking spray,2021-01-01,2023-12-31
75216120.0,1.0,with or without fat,2021-01-01,2023-12-31
75216121.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75216122.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75216123.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75216135.0,2.0,animal fat,2021-01-01,2023-12-31
75216135.0,3.0,shortening,2021-01-01,2023-12-31
75216138.0,2.0,animal fat,2021-01-01,2023-12-31
75216138.0,3.0,shortening,2021-01-01,2023-12-31
75216142.0,2.0,animal fat,2021-01-01,2023-12-31
75216142.0,3.0,shortening,2021-01-01,2023-12-31
75216310.0,2.0,cooking spray,2021-01-01,2023-12-31
75216310.0,3.0,no salt added,2021-01-01,2023-12-31
75216320.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75216320.0,2.0,no salt added,2021-01-01,2023-12-31
75216321.0,1.0,no salt added,2021-01-01,2023-12-31
75216322.0,2.0,animal fat,2021-01-01,2023-12-31
75216322.0,3.0,shortening,2021-01-01,2023-12-31
75216322.0,4.0,no salt added,2021-01-01,2023-12-31
75216720.0,1.0,with or without fat,2021-01-01,2023-12-31
75217010.0,3.0,cooking spray,2021-01-01,2023-12-31
75217020.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75217020.0,3.0,from restaurant,2021-01-01,2023-12-31
75217301.0,2.0,with or without fat,2021-01-01,2023-12-31
75217520.0,2.0,with or without fat,2021-01-01,2023-12-31
75218011.0,2.0,with or without fat,2021-01-01,2023-12-31
75218501.0,2.0,with or without fat,2021-01-01,2023-12-31
75219011.0,2.0,cooking spray,2021-01-01,2023-12-31
75219020.0,1.0,with or without fat,2021-01-01,2023-12-31
75219021.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75219023.0,1.0,with or without fat,2021-01-01,2023-12-31
75219023.0,2.0,frozen,2021-01-01,2023-12-31
75219034.0,2.0,animal fat,2021-01-01,2023-12-31
75219034.0,3.0,shortening,2021-01-01,2023-12-31
75219034.0,4.0,from restaurant,2021-01-01,2023-12-31
75219100.0,1.0,shiitake,2021-01-01,2023-12-31
75220011.0,2.0,cooking spray,2021-01-01,2023-12-31
75220011.0,3.0,luffa,2021-01-01,2023-12-31
75220012.0,2.0,cooking spray,2021-01-01,2023-12-31
75220012.0,3.0,luffa,2021-01-01,2023-12-31
75220020.0,1.0,with or without fat,2021-01-01,2023-12-31
75220020.0,2.0,luffa,2021-01-01,2023-12-31
75220021.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75220021.0,2.0,from restaurant,2021-01-01,2023-12-31
75220021.0,3.0,luffa,2021-01-01,2023-12-31
75220022.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75220022.0,2.0,luffa,2021-01-01,2023-12-31
75220051.0,2.0,with or without fat,2021-01-01,2023-12-31
75221011.0,4.0,cooking spray,2021-01-01,2023-12-31
75221021.0,3.0,NS as to fat added,2021-01-01,2023-12-31
75221021.0,4.0,from restaurant,2021-01-01,2023-12-31
75221030.0,1.0,pickled or cocktail onions,2021-01-01,2023-12-31
75221030.0,2.0,with or without fat,2021-01-01,2023-12-31
75221061.0,1.0,scallions,2021-01-01,2023-12-31
75221061.0,2.0,spring onions,2021-01-01,2023-12-31
75221061.0,4.0,with or without fat,2021-01-01,2023-12-31
75221160.0,1.0,with or without fat,2021-01-01,2023-12-31
75222020.0,1.0,with or without fat,2021-01-01,2023-12-31
75223022.0,4.0,all other dried peas,2021-01-01,2023-12-31
75223022.0,5.0,with or without fat,2021-01-01,2023-12-31
75223022.0,6.0,NS as to meat,2021-01-01,2023-12-31
75223023.0,4.0,all other dried peas,2021-01-01,2023-12-31
75223023.0,5.0,with or without fat,2021-01-01,2023-12-31
75223023.0,6.0,NS as to meat,2021-01-01,2023-12-31
75224021.0,1.0,English peas,2021-01-01,2023-12-31
75224021.0,3.0,cooking spray,2021-01-01,2023-12-31
75224022.0,1.0,English peas,2021-01-01,2023-12-31
75224022.0,3.0,cooking spray,2021-01-01,2023-12-31
75224023.0,1.0,English peas,2021-01-01,2023-12-31
75224023.0,3.0,cooking spray,2021-01-01,2023-12-31
75224030.0,1.0,English peas,2021-01-01,2023-12-31
75224030.0,2.0,with or without fat,2021-01-01,2023-12-31
75224031.0,1.0,English peas,2021-01-01,2023-12-31
75224031.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75224032.0,1.0,English peas,2021-01-01,2023-12-31
75224032.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75224033.0,1.0,English peas,2021-01-01,2023-12-31
75224033.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75224043.0,1.0,English peas,2021-01-01,2023-12-31
75224044.0,1.0,English peas,2021-01-01,2023-12-31
75224044.0,3.0,animal fat,2021-01-01,2023-12-31
75224044.0,4.0,shortening,2021-01-01,2023-12-31
75224046.0,1.0,English peas,2021-01-01,2023-12-31
75224047.0,1.0,English peas,2021-01-01,2023-12-31
75224047.0,3.0,animal fat,2021-01-01,2023-12-31
75224047.0,4.0,shortening,2021-01-01,2023-12-31
75224049.0,1.0,English peas,2021-01-01,2023-12-31
75224050.0,1.0,English peas,2021-01-01,2023-12-31
75224050.0,3.0,animal fat,2021-01-01,2023-12-31
75224050.0,4.0,shortening,2021-01-01,2023-12-31
75224120.0,2.0,English peas,2021-01-01,2023-12-31
75224120.0,3.0,cooking spray,2021-01-01,2023-12-31
75224120.0,4.0,no salt added,2021-01-01,2023-12-31
75224130.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75224130.0,2.0,English peas,2021-01-01,2023-12-31
75224130.0,3.0,no salt added,2021-01-01,2023-12-31
75224131.0,1.0,English peas,2021-01-01,2023-12-31
75224131.0,2.0,no salt added,2021-01-01,2023-12-31
75224132.0,2.0,English peas,2021-01-01,2023-12-31
75224132.0,3.0,animal fat,2021-01-01,2023-12-31
75224132.0,4.0,shortening,2021-01-01,2023-12-31
75224132.0,5.0,no salt added,2021-01-01,2023-12-31
75226020.0,2.0,NS as to color,2021-01-01,2023-12-31
75226020.0,3.0,with or without fat,2021-01-01,2023-12-31
75226060.0,1.0,orange or yellow peppers,2021-01-01,2023-12-31
75226060.0,2.0,with or without fat,2021-01-01,2023-12-31
75226111.0,8.0,habanero,2021-01-01,2023-12-31
75226111.0,9.0,serrano,2021-01-01,2023-12-31
75226111.0,10.0,chili peppers,2021-01-01,2023-12-31
75228020.0,1.0,with or without fat,2021-01-01,2023-12-31
75229011.0,2.0,vegetable oyster,2021-01-01,2023-12-31
75229011.0,3.0,with or without fat,2021-01-01,2023-12-31
75231011.0,6.0,cooking spray,2021-01-01,2023-12-31
75231011.0,7.0,snap peas,2021-01-01,2023-12-31
75231011.0,8.0,sugar peas,2021-01-01,2023-12-31
75231011.0,9.0,pea pods,2021-01-01,2023-12-31
75231012.0,6.0,cooking spray,2021-01-01,2023-12-31
75231012.0,7.0,snap peas,2021-01-01,2023-12-31
75231012.0,8.0,sugar peas,2021-01-01,2023-12-31
75231012.0,9.0,pea pods,2021-01-01,2023-12-31
75231020.0,5.0,with or without fat,2021-01-01,2023-12-31
75231020.0,6.0,snap peas,2021-01-01,2023-12-31
75231020.0,7.0,sugar peas,2021-01-01,2023-12-31
75231020.0,8.0,pea pods,2021-01-01,2023-12-31
75231021.0,5.0,NS as to fat added,2021-01-01,2023-12-31
75231021.0,6.0,from restaurant,2021-01-01,2023-12-31
75231021.0,7.0,snap peas,2021-01-01,2023-12-31
75231021.0,8.0,sugar peas,2021-01-01,2023-12-31
75231021.0,9.0,pea pods,2021-01-01,2023-12-31
75231022.0,5.0,NS as to fat added,2021-01-01,2023-12-31
75231022.0,6.0,snap peas,2021-01-01,2023-12-31
75231022.0,7.0,sugar peas,2021-01-01,2023-12-31
75231022.0,8.0,pea pods,2021-01-01,2023-12-31
75232000.0,1.0,"sea moss, kelp",2021-01-01,2023-12-31
75232000.0,2.0,laver,2021-01-01,2023-12-31
75232110.0,2.0,cooking spray,2021-01-01,2023-12-31
75232120.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75232120.0,2.0,from restaurant,2021-01-01,2023-12-31
75233011.0,2.0,zucchini,2021-01-01,2023-12-31
75233011.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233011.0,5.0,cooking spray,2021-01-01,2023-12-31
75233012.0,2.0,zucchini,2021-01-01,2023-12-31
75233012.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233012.0,5.0,cooking spray,2021-01-01,2023-12-31
75233020.0,2.0,zucchini,2021-01-01,2023-12-31
75233020.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233020.0,4.0,with or without fat,2021-01-01,2023-12-31
75233021.0,2.0,zucchini,2021-01-01,2023-12-31
75233021.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233021.0,4.0,NS as to fat added,2021-01-01,2023-12-31
75233022.0,2.0,zucchini,2021-01-01,2023-12-31
75233022.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233022.0,4.0,NS as to fat added,2021-01-01,2023-12-31
75233023.0,2.0,zucchini,2021-01-01,2023-12-31
75233023.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233023.0,4.0,NS as to fat added,2021-01-01,2023-12-31
75233027.0,2.0,zucchini,2021-01-01,2023-12-31
75233027.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233028.0,2.0,zucchini,2021-01-01,2023-12-31
75233028.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233028.0,5.0,animal fat,2021-01-01,2023-12-31
75233028.0,6.0,shortening,2021-01-01,2023-12-31
75233028.0,7.0,from restaurant,2021-01-01,2023-12-31
75233030.0,2.0,zucchini,2021-01-01,2023-12-31
75233030.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233031.0,2.0,zucchini,2021-01-01,2023-12-31
75233031.0,3.0,"squash, NS as to summer or winter",2021-01-01,2023-12-31
75233031.0,5.0,animal fat,2021-01-01,2023-12-31
75233031.0,6.0,shortening,2021-01-01,2023-12-31
75233220.0,2.0,with or without fat,2021-01-01,2023-12-31
75234021.0,1.0,with or without fat,2021-01-01,2023-12-31
75235000.0,1.0,with or without fat,2021-01-01,2023-12-31
75235750.0,1.0,Chinese melon,2021-01-01,2023-12-31
75235750.0,3.0,togan,2021-01-01,2023-12-31
75235750.0,4.0,with or without fat,2021-01-01,2023-12-31
75236000.0,1.0,brewers yeast,2021-01-01,2023-12-31
75236500.0,1.0,Vegemite,2021-01-01,2023-12-31
75236500.0,2.0,Marmite,2021-01-01,2023-12-31
75236500.0,3.0,Promite,2021-01-01,2023-12-31
75301110.0,2.0,succotash,2021-01-01,2023-12-31
75301110.0,3.0,cooking spray,2021-01-01,2023-12-31
75301120.0,1.0,succotash,2021-01-01,2023-12-31
75301120.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75301120.0,3.0,from restaurant,2021-01-01,2023-12-31
75302080.0,1.0,three bean salad,2021-01-01,2023-12-31
75306998.0,2.0,cooking spray,2021-01-01,2023-12-31
75307000.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75307000.0,2.0,from restaurant,2021-01-01,2023-12-31
75311012.0,3.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311012.0,4.0,cooking spray,2021-01-01,2023-12-31
75311013.0,3.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311013.0,4.0,cooking spray,2021-01-01,2023-12-31
75311020.0,3.0,"mixed vegetables, NFS",2021-01-01,2023-12-31
75311020.0,4.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311020.0,5.0,with or without fat,2021-01-01,2023-12-31
75311022.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75311022.0,3.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311023.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75311023.0,3.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311027.0,2.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311028.0,3.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311028.0,4.0,animal fat,2021-01-01,2023-12-31
75311028.0,5.0,shortening,2021-01-01,2023-12-31
75311030.0,2.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311031.0,3.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311031.0,4.0,animal fat,2021-01-01,2023-12-31
75311031.0,5.0,shortening,2021-01-01,2023-12-31
75311110.0,3.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311110.0,4.0,cooking spray,2021-01-01,2023-12-31
75311110.0,5.0,no salt added,2021-01-01,2023-12-31
75311120.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75311120.0,3.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311120.0,4.0,no salt added,2021-01-01,2023-12-31
75311121.0,2.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311121.0,3.0,no salt added,2021-01-01,2023-12-31
75311122.0,3.0,"corn, carrots, peas, green beans, and lima beans",2021-01-01,2023-12-31
75311122.0,4.0,animal fat,2021-01-01,2023-12-31
75311122.0,5.0,shortening,2021-01-01,2023-12-31
75311122.0,6.0,no salt added,2021-01-01,2023-12-31
75315010.0,2.0,cooking spray,2021-01-01,2023-12-31
75315020.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75315020.0,2.0,from restaurant,2021-01-01,2023-12-31
75316050.0,1.0,"vegetable mixture of eggplant, tomatoes, onions, squash and green peppers",2021-01-01,2023-12-31
75317010.0,1.0,"potatoes, carrots, onions, celery",2021-01-01,2023-12-31
75317010.0,2.0,NS as to fat added,2021-01-01,2023-12-31
75317010.0,3.0,from restaurant,2021-01-01,2023-12-31
75317020.0,2.0,"potatoes, carrots, onions, celery",2021-01-01,2023-12-31
75317020.0,3.0,cooking spray,2021-01-01,2023-12-31
75330050.0,1.0,cooking spray,2021-01-01,2023-12-31
75330060.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75330060.0,2.0,from restaurant,2021-01-01,2023-12-31
75330080.0,1.0,cooking spray,2021-01-01,2023-12-31
75330090.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75330090.0,2.0,from restaurant,2021-01-01,2023-12-31
75340010.0,2.0,cooking spray,2021-01-01,2023-12-31
75340020.0,1.0,NS as to fat added,2021-01-01,2023-12-31
75340020.0,2.0,from restaurant,2021-01-01,2023-12-31
75340200.0,1.0,"mushrooms, lily roots, bean curd, water chestnuts",2021-01-01,2023-12-31
75365000.0,1.0,Salad Crunchies,2021-01-01,2023-12-31
75403020.0,2.0,green beans with mushroom sauce,2021-01-01,2023-12-31
75403200.0,4.0,Chinese style green beans,2021-01-01,2023-12-31
75409020.0,2.0,battered or breaded,2021-01-01,2023-12-31
75409020.0,3.0,cauliflower bites,2021-01-01,2023-12-31
75410500.0,1.0,stuffed chili peppers,2021-01-01,2023-12-31
75410530.0,1.0,stuffed chili peppers,2021-01-01,2023-12-31
75410550.0,5.0,battered or breaded,2021-01-01,2023-12-31
75410550.0,6.0,cheese stuffed,2021-01-01,2023-12-31
75410550.0,7.0,poppers,2021-01-01,2023-12-31
75410550.0,8.0,jalapeno bites,2021-01-01,2023-12-31
75411010.0,1.0,corn souffle,2021-01-01,2023-12-31
75411020.0,1.0,vegetables,2021-01-01,2023-12-31
75411020.0,2.0,cornmeal,2021-01-01,2023-12-31
75412010.0,1.0,battered or breaded,2021-01-01,2023-12-31
75412030.0,1.0,Baba Ghanoush,2021-01-01,2023-12-31
75412070.0,1.0,baked eggplant casserole,2021-01-01,2023-12-31
75414030.0,1.0,battered or breaded,2021-01-01,2023-12-31
75414500.0,2.0,battered or breaded,2021-01-01,2023-12-31
75415022.0,2.0,battered or breaded,2021-01-01,2023-12-31
75418010.0,1.0,zucchini pancakes,2021-01-01,2023-12-31
75418010.0,2.0,battered or breaded,2021-01-01,2023-12-31
75439010.0,1.0,no meat,2021-01-01,2023-12-31
75439010.0,2.0,meat substitute,2021-01-01,2023-12-31
75439500.0,1.0,vegetable chow mein or chop suey,2021-01-01,2023-12-31
75440400.0,6.0,"vegetables dipped in chickpea flour, fried",2021-01-01,2023-12-31
75460900.0,1.0,vegetable chow mein or chop suey,2021-01-01,2023-12-31
75500210.0,1.0,pickled beets with onions,2021-01-01,2023-12-31
75500210.0,2.0,beet salad,2021-01-01,2023-12-31
75501010.0,1.0,vegetable relish,2021-01-01,2023-12-31
75502510.0,1.0,sweet and sour red cabbage,2021-01-01,2023-12-31
75502520.0,2.0,Kim Chee,2021-01-01,2023-12-31
75503010.0,5.0,sour,2021-01-01,2023-12-31
75503020.0,2.0,"relish, NFS",2021-01-01,2023-12-31
75503020.0,3.0,sweet,2021-01-01,2023-12-31
75503020.0,4.0,mustard,2021-01-01,2023-12-31
75503020.0,5.0,hot dog,2021-01-01,2023-12-31
75503040.0,3.0,gherkin,2021-01-01,2023-12-31
75503040.0,4.0,bread and butter,2021-01-01,2023-12-31
75503085.0,1.0,gari,2021-01-01,2023-12-31
75503085.0,2.0,sushi ginger,2021-01-01,2023-12-31
75506100.0,1.0,honey mustard dipping sauce,2021-01-01,2023-12-31
75506100.0,2.0,hot mustard dipping sauce,2021-01-01,2023-12-31
75510020.0,3.0,kalamata,2021-01-01,2023-12-31
75510020.0,4.0,purple,2021-01-01,2023-12-31
75510050.0,1.0,olive spread,2021-01-01,2023-12-31
75511010.0,1.0,Tabasco sauce,2021-01-01,2023-12-31
75511010.0,4.0,"hot sauce, NFS",2021-01-01,2023-12-31
75511020.0,1.0,"red, green, and yellow",2021-01-01,2023-12-31
75511050.0,2.0,all types,2021-01-01,2023-12-31
75511100.0,1.0,mixed pickles,2021-01-01,2023-12-31
75513010.0,1.0,sea moss,2021-01-01,2023-12-31
75513010.0,2.0,kelp,2021-01-01,2023-12-31
75513010.0,3.0,laver,2021-01-01,2023-12-31
75515100.0,1.0,giardiniera,2021-01-01,2023-12-31
75534550.0,1.0,wasabi sauce,2021-01-01,2023-12-31
75601100.0,2.0,beet soup,2021-01-01,2023-12-31
75607060.0,1.0,mushroom soup,2021-01-01,2023-12-31
75611010.0,1.0,cream of broccoli soup,2021-01-01,2023-12-31
75611010.0,2.0,"asparagus, spinach",2021-01-01,2023-12-31
75611010.0,3.0,or cauliflower soup,2021-01-01,2023-12-31
75649010.0,2.0,with noodles or rice,2021-01-01,2023-12-31
75649010.0,3.0,ready-to-heat container,2021-01-01,2023-12-31
75649010.0,4.0,dry,2021-01-01,2023-12-31
75649010.0,5.0,instant,2021-01-01,2023-12-31
75649040.0,3.0,with noodles or rice,2021-01-01,2023-12-31
75649040.0,4.0,ready-to-heat container,2021-01-01,2023-12-31
75649040.0,5.0,dry,2021-01-01,2023-12-31
75649040.0,6.0,instant,2021-01-01,2023-12-31
75649040.0,7.0,low sodium,2021-01-01,2023-12-31
75649110.0,1.0,with noodles or rice,2021-01-01,2023-12-31
75649110.0,2.0,cabbage soup,2021-01-01,2023-12-31
75652010.0,1.0,with noodles or rice,2021-01-01,2023-12-31
75656060.0,2.0,with noodles or rice,2021-01-01,2023-12-31
76201040.0,1.0,Stage 3,2021-01-01,2023-12-31
76201040.0,2.0,NS as to stage,2021-01-01,2023-12-31
76205010.0,9.0,butternut,2021-01-01,2023-12-31
76205010.0,10.0,winter,2021-01-01,2023-12-31
76205040.0,1.0,butternut,2021-01-01,2023-12-31
76205040.0,2.0,winter,2021-01-01,2023-12-31
76205040.0,3.0,Stage 3,2021-01-01,2023-12-31
76205040.0,4.0,NS as to stage,2021-01-01,2023-12-31
76209040.0,1.0,Stage 3,2021-01-01,2023-12-31
76209040.0,2.0,NS as to stage,2021-01-01,2023-12-31
76401040.0,1.0,Stage 3,2021-01-01,2023-12-31
76401040.0,2.0,NS as to stage,2021-01-01,2023-12-31
76403010.0,3.0,any stage,2021-01-01,2023-12-31
76407010.0,6.0,NS as to stage,2021-01-01,2023-12-31
76407050.0,1.0,any stage,2021-01-01,2023-12-31
76407080.0,1.0,any stage,2021-01-01,2023-12-31
76407080.0,2.0,with grain,2021-01-01,2023-12-31
76407080.0,3.0,any meat,2021-01-01,2023-12-31
76409040.0,1.0,Stage 3,2021-01-01,2023-12-31
76409040.0,2.0,NS as to stage,2021-01-01,2023-12-31
76702100.0,1.0,beef,2021-01-01,2023-12-31
76702100.0,2.0,chicken,2021-01-01,2023-12-31
76702100.0,3.0,other meat,2021-01-01,2023-12-31
76702200.0,1.0,with meat,2021-01-01,2023-12-31
76702200.0,2.0,beef,2021-01-01,2023-12-31
76702200.0,3.0,chicken,2021-01-01,2023-12-31
76702200.0,4.0,other grain,2021-01-01,2023-12-31
76702300.0,1.0,cheese ravioli,2021-01-01,2023-12-31
76702300.0,2.0,macaroni and cheese,2021-01-01,2023-12-31
76702400.0,1.0,with meat,2021-01-01,2023-12-31
76702400.0,2.0,beef,2021-01-01,2023-12-31
76702400.0,3.0,chicken,2021-01-01,2023-12-31
77121010.0,1.0,Rellenos de papas,2021-01-01,2023-12-31
77201210.0,1.0,Mofongo,2021-01-01,2023-12-31
77205610.0,1.0,Pinon,2021-01-01,2023-12-31
77272010.0,1.0,Pasteles de masa,2021-01-01,2023-12-31
77316010.0,1.0,Repollo relleno con carne,2021-01-01,2023-12-31
77316510.0,1.0,Repollo relleno con carne y con arroz,2021-01-01,2023-12-31
77316510.0,2.0,Arabe Mihsy Melful,2021-01-01,2023-12-31
77316600.0,1.0,Moussaka made with lamb or beef,2021-01-01,2023-12-31
78101000.0,1.0,"V8 V-Fusion, all flavors",2021-01-01,2023-12-31
78101000.0,2.0,"Ocean Spray 100% Fruit and Veggie Juice, all flavors",2021-01-01,2023-12-31
78101000.0,3.0,Apple and Eve Fruitables,2021-01-01,2023-12-31
78101115.0,1.0,"almond, coconut, rice, or soy milk",2021-01-01,2023-12-31
78101118.0,1.0,"almond, coconut, rice, or soy milk",2021-01-01,2023-12-31
78101120.0,1.0,canned,2021-01-01,2023-12-31
78101120.0,2.0,reconstituted dry mix,2021-01-01,2023-12-31
78101120.0,3.0,Bolthouse Farms,2021-01-01,2023-12-31
78101120.0,4.0,V8 Smoothies,2021-01-01,2023-12-31
78101120.0,5.0,Naked,2021-01-01,2023-12-31
78101120.0,6.0,Odwalla,2021-01-01,2023-12-31
78101130.0,1.0,with or without dairy,2021-01-01,2023-12-31
78101130.0,2.0,NS as to protein,2021-01-01,2023-12-31
81100000.0,1.0,"NS as to butter, margarine, or blend",2021-01-01,2023-12-31
81101000.0,6.0,pat,2021-01-01,2023-12-31
81101010.0,5.0,individual container,2021-01-01,2023-12-31
81101010.0,6.0,butter-oil blend,2021-01-01,2023-12-31
81101520.0,4.0,stick or tub,2021-01-01,2023-12-31
81101520.0,5.0,light butter-oil blend,2021-01-01,2023-12-31
81102000.0,1.0,"margarine-oil blend, NFS",2021-01-01,2023-12-31
81102010.0,11.0,pat,2021-01-01,2023-12-31
81102010.0,12.0,margarine-oil blend,2021-01-01,2023-12-31
